event,date,player,elo,color,opponent,result,avg_cp_loss,std_cp_loss
Lindores Abbey Prelim,2020.05.21,"Nakamura,Hi",2736.0,white,"Duda,J",won,19.233333333333334,26.848567104327106
Lindores Abbey Prelim,2020.05.21,"Duda,J",2753.0,black,"Nakamura,Hi",lost,35.86206896551724,64.8870233761415
Lindores Abbey Prelim,2020.05.21,"Duda,J",2753.0,white,Yu Yangyi,draw,26.416666666666668,57.55570972737824
Lindores Abbey Prelim,2020.05.21,Yu Yangyi,2709.0,black,"Duda,J",draw,24.75,65.18515296190282
Titled Tue 18th Aug,2020.08.18,"Vlassov,N",2352.0,white,"Duda,J",lost,73.73684210526316,72.0714865184219
Titled Tue 18th Aug,2020.08.18,"Duda,J",2753.0,black,"Vlassov,N",won,16.210526315789473,25.09052861218315
Titled Tue 18th Aug,2020.08.18,"Nitin,S",2381.0,white,"Duda,J",lost,66.48148148148148,134.9327323137609
Titled Tue 18th Aug,2020.08.18,"Duda,J",2753.0,black,"Nitin,S",won,31.85185185185185,44.51192408175066
Titled Tue 18th Aug,2020.08.18,"Duda,J",2753.0,white,"Bluebaum,M",lost,67.11764705882354,172.95796237064326
Titled Tue 18th Aug,2020.08.18,"Bluebaum,M",2647.0,black,"Duda,J",won,71.6470588235294,179.30320727306668
Titled Tue 18th Aug,2020.08.18,"Jaracz,P",2456.0,white,"Duda,J",lost,91.36842105263158,165.4471486692052
Titled Tue 18th Aug,2020.08.18,"Duda,J",2753.0,black,"Jaracz,P",won,44.21052631578947,40.57816232430602
Titled Tue 18th Aug,2020.08.18,"Siva,Mahadevan",2349.0,white,"Duda,J",lost,59.9,67.52399573484969
Titled Tue 18th Aug,2020.08.18,"Duda,J",2753.0,black,"Siva,Mahadevan",won,38.45,61.332271277036526
Titled Tue 18th Aug,2020.08.18,"Duda,J",2753.0,white,"Esipenko,Andrey",draw,43.7962962962963,64.45135392929784
Titled Tue 18th Aug,2020.08.18,"Esipenko,Andrey",2682.0,black,"Duda,J",draw,45.528301886792455,79.61264803600676
Titled Tue 18th Aug,2020.08.18,"Kovalev,Vl",2648.0,white,"Duda,J",lost,78.07894736842105,120.51258540499921
Titled Tue 18th Aug,2020.08.18,"Duda,J",2753.0,black,"Kovalev,Vl",won,51.89473684210526,76.31885656268712
Titled Tue 18th Aug,2020.08.18,"Duda,J",2753.0,white,"Jobava,Ba",draw,42.869565217391305,100.91529135986158
Titled Tue 18th Aug,2020.08.18,"Jobava,Ba",2603.0,black,"Duda,J",draw,41.422222222222224,73.70647156537397
Titled Tue 18th Aug,2020.08.18,"Akobian,V",2614.0,white,"Duda,J",lost,53.13793103448276,114.30923700508589
Titled Tue 18th Aug,2020.08.18,"Duda,J",2753.0,black,"Akobian,V",won,42.793103448275865,56.166856904286
Online Olym Top DivD 2020,2020.08.21,"Duda,J",2753.0,white,"Cordova,E",won,65.66666666666667,71.85633815700139
Online Olym Top DivD 2020,2020.08.21,"Cordova,E",2592.0,black,"Duda,J",lost,94.3076923076923,133.57906596433935
Online Olym Top DivD 2020,2020.08.21,Yang Kaiqi,2481.0,white,"Duda,J",lost,45.627906976744185,75.20144211130032
Online Olym Top DivD 2020,2020.08.21,"Duda,J",2753.0,black,Yang Kaiqi,won,24.069767441860463,29.941334382373135
Online Olym Top DivD 2020,2020.08.22,"Delgado Ramirez,N",2621.0,white,"Duda,J",lost,38.04761904761905,50.81242460590782
Online Olym Top DivD 2020,2020.08.22,"Duda,J",2753.0,black,"Delgado Ramirez,N",won,19.61904761904762,26.233341545002993
Online Olym Top DivD 2020,2020.08.22,"Duda,J",2753.0,white,"Vocaturo,D",won,23.966666666666665,33.05397942087391
Online Olym Top DivD 2020,2020.08.22,"Vocaturo,D",2617.0,black,"Duda,J",lost,46.0,45.98950404993101
Online Olym Top DivD 2020,2020.08.22,"Supi,L",2572.0,white,"Duda,J",draw,82.85714285714286,136.34944102572334
Online Olym Top DivD 2020,2020.08.22,"Duda,J",2753.0,black,"Supi,L",draw,78.05,95.35694783286637
Online Olym Top DivD 2020,2020.08.23,"Duda,J",2753.0,white,"So,W",won,26.783783783783782,41.588807703798395
Online Olym Top DivD 2020,2020.08.23,"So,W",2770.0,black,"Duda,J",lost,52.05555555555556,76.68077567438068
Online Olym Top DivD 2020,2020.08.23,"Pichot,A",2630.0,white,"Duda,J",draw,12.238095238095237,26.370807745190266
Online Olym Top DivD 2020,2020.08.23,"Duda,J",2753.0,black,"Pichot,A",draw,8.761904761904763,15.309209061416851
Online Olym Top DivD 2020,2020.08.23,"Duda,J",2753.0,white,"Quesada Perez,Ya",won,26.242424242424242,43.25122545332048
Online Olym Top DivD 2020,2020.08.23,"Quesada Perez,Ya",2565.0,black,"Duda,J",lost,54.59375,75.85465516985428
Online Olym KO Stage 2020,2020.08.27,"Delchev,A",2550.0,white,"Duda,J",lost,26.57894736842105,70.52010970337595
Online Olym KO Stage 2020,2020.08.27,"Duda,J",2753.0,black,"Delchev,A",won,27.12280701754386,73.78942780153908
Online Olym KO Stage 2020,2020.08.27,"Duda,J",2753.0,white,"Delchev,A",won,21.1864406779661,38.95955076493828
Online Olym KO Stage 2020,2020.08.27,"Delchev,A",2550.0,black,"Duda,J",lost,31.655172413793103,49.46003322925733
Online Olym KO Stage 2020,2020.08.28,"Duda,J",2753.0,white,"Radjabov,T",draw,11.764705882352942,10.994808463488072
Online Olym KO Stage 2020,2020.08.28,"Radjabov,T",2765.0,black,"Duda,J",draw,7.1875,8.110323282705814
Online Olym KO Stage 2020,2020.08.29,"Duda,J",2753.0,white,"Anand,V",lost,34.83050847457627,57.32043518303017
Online Olym KO Stage 2020,2020.08.29,"Anand,V",2753.0,black,"Duda,J",won,22.10169491525424,36.76756811272501
Online Olym KO Stage 2020,2020.08.29,"Anand,V",2753.0,white,"Duda,J",lost,42.25,68.45981539216572
Online Olym KO Stage 2020,2020.08.29,"Duda,J",2753.0,black,"Anand,V",won,31.529411764705884,66.94938179836608
TCh-POL Ekstraliga 2020,2020.08.31,"Kryvoruchko,Y",2682.0,white,"Duda,J",lost,28.82758620689655,65.32152254783033
TCh-POL Ekstraliga 2020,2020.08.31,"Duda,J",2753.0,black,"Kryvoruchko,Y",won,14.03448275862069,20.50396556870905
TCh-POL Ekstraliga 2020,2020.09.02,"Harikrishna,P",2732.0,white,"Duda,J",draw,6.428571428571429,9.448463863917514
TCh-POL Ekstraliga 2020,2020.09.02,"Duda,J",2753.0,black,"Harikrishna,P",draw,4.885714285714286,9.455977485383602
8th Norway Chess 2020,2020.10.05,"Duda,J",2757.0,white,"Firouzja,Alireza",lost,56.023809523809526,105.24313982738079
8th Norway Chess 2020,2020.10.05,"Firouzja,Alireza",2728.0,black,"Duda,J",won,31.976190476190474,72.88166798547266
8th Norway Chess 2020,2020.10.06,"Caruana,F",2828.0,white,"Duda,J",won,26.285714285714285,52.281192882830254
8th Norway Chess 2020,2020.10.06,"Duda,J",2757.0,black,"Caruana,F",lost,34.86746987951807,52.47415223359626
8th Norway Chess 2020,2020.10.07,"Duda,J",2757.0,white,"Aronian,L",lost,39.3921568627451,108.83141819136614
8th Norway Chess 2020,2020.10.07,"Aronian,L",2767.0,black,"Duda,J",won,23.529411764705884,71.68158156003602
8th Norway Armageddon,2020.10.08,"Tari,A",2633.0,white,"Duda,J",won,48.163636363636364,94.91043886190116
8th Norway Armageddon,2020.10.08,"Duda,J",2757.0,black,"Tari,A",lost,62.388888888888886,107.86177997904036
8th Norway Chess 2020,2020.10.08,"Tari,A",2633.0,white,"Duda,J",draw,21.708333333333332,31.39729177103585
8th Norway Chess 2020,2020.10.08,"Duda,J",2757.0,black,"Tari,A",draw,22.52173913043478,24.62566629461396
8th Norway Chess 2020,2020.10.10,"Duda,J",2757.0,white,"Carlsen,M",won,26.339622641509433,43.874152530105455
8th Norway Chess 2020,2020.10.10,"Carlsen,M",2863.0,black,"Duda,J",lost,38.94230769230769,68.03206638206001
8th Norway Chess 2020,2020.10.11,"Carlsen,M",2863.0,white,"Duda,J",won,46.25,59.96092477605728
8th Norway Chess 2020,2020.10.11,"Duda,J",2757.0,black,"Carlsen,M",lost,86.26666666666667,78.78110320516096
8th Norway Chess 2020,2020.10.12,"Duda,J",2757.0,white,"Tari,A",won,33.294117647058826,42.99762607110845
8th Norway Chess 2020,2020.10.12,"Tari,A",2633.0,black,"Duda,J",lost,67.625,78.66612596918702
8th Norway Chess 2020,2020.10.13,"Aronian,L",2767.0,white,"Duda,J",draw,13.45,18.789558270486296
8th Norway Chess 2020,2020.10.13,"Duda,J",2757.0,black,"Aronian,L",draw,8.578947368421053,9.631722748423206
8th Norway Armageddon,2020.10.13,"Aronian,L",2767.0,white,"Duda,J",lost,20.442622950819672,64.65989827999381
8th Norway Armageddon,2020.10.13,"Duda,J",2757.0,black,"Aronian,L",won,8.278688524590164,17.67199428153454
8th Norway Chess 2020,2020.10.15,"Duda,J",2757.0,white,"Caruana,F",draw,6.679245283018868,11.642105730730014
8th Norway Chess 2020,2020.10.15,"Caruana,F",2828.0,black,"Duda,J",draw,5.377358490566038,9.71524073074827
8th Norway Armageddon,2020.10.15,"Duda,J",2757.0,white,"Caruana,F",lost,76.95,98.10885535974823
8th Norway Armageddon,2020.10.15,"Caruana,F",2828.0,black,"Duda,J",won,35.6,72.70928413895986
8th Norway Chess 2020,2020.10.16,"Firouzja,Alireza",2728.0,white,"Duda,J",won,29.93103448275862,34.78300321598106
8th Norway Chess 2020,2020.10.16,"Duda,J",2757.0,black,"Firouzja,Alireza",lost,50.5,60.40015373679583
Skilling Open Prelim,2020.11.22,"Nakamura,Hi",2736.0,white,"Duda,J",draw,10.958333333333334,19.389600233687702
Skilling Open Prelim,2020.11.22,"Duda,J",2743.0,black,"Nakamura,Hi",draw,10.25,14.089742131541419
Skilling Open Prelim,2020.11.22,"Duda,J",2743.0,white,Le Quang Liem,draw,8.30952380952381,13.385294160878296
Skilling Open Prelim,2020.11.22,Le Quang Liem,2709.0,black,"Duda,J",draw,7.642857142857143,16.451691805565353
Skilling Open Prelim,2020.11.22,"Vidit,S",2726.0,white,"Duda,J",draw,8.565217391304348,22.339591332313358
Skilling Open Prelim,2020.11.22,"Duda,J",2743.0,black,"Vidit,S",draw,7.514705882352941,21.196207101784275
Skilling Open Prelim,2020.11.22,"Duda,J",2743.0,white,"So,W",lost,41.5,56.10147056896103
Skilling Open Prelim,2020.11.22,"So,W",2770.0,black,"Duda,J",won,25.270833333333332,52.13193981913157
Skilling Open Prelim,2020.11.22,"Svidler,P",2723.0,white,"Duda,J",draw,14.097560975609756,18.228635845363396
Skilling Open Prelim,2020.11.22,"Duda,J",2743.0,black,"Svidler,P",draw,13.55,26.38176453537557
Skilling Open Prelim,2020.11.23,"Duda,J",2743.0,white,"Nepomniachtchi,I",lost,68.75,91.2660259899597
Skilling Open Prelim,2020.11.23,"Nepomniachtchi,I",2784.0,black,"Duda,J",won,15.9,22.246123257772354
Skilling Open Prelim,2020.11.23,"Carlsen,M",2862.0,white,"Duda,J",won,18.102564102564102,18.244486166419158
Skilling Open Prelim,2020.11.23,"Duda,J",2743.0,black,"Carlsen,M",lost,37.36842105263158,38.823772595660465
Skilling Open Prelim,2020.11.23,"Duda,J",2743.0,white,"Radjabov,T",lost,48.42307692307692,89.81098659746183
Skilling Open Prelim,2020.11.23,"Radjabov,T",2765.0,black,"Duda,J",won,20.115384615384617,32.36014514928573
Skilling Open Prelim,2020.11.23,"Anton Guijarro,D",2675.0,white,"Duda,J",won,45.5,68.96285231920153
Skilling Open Prelim,2020.11.23,"Duda,J",2743.0,black,"Anton Guijarro,D",lost,72.0,94.4723888660836
Skilling Open Prelim,2020.11.23,"Duda,J",2743.0,white,"Firouzja,Alireza",won,26.073170731707318,49.17534095701975
Skilling Open Prelim,2020.11.23,"Firouzja,Alireza",2749.0,black,"Duda,J",lost,43.55,52.18330671776176
Skilling Open Prelim,2020.11.24,"Aronian,L",2781.0,white,"Duda,J",won,21.12,29.008026475442964
Skilling Open Prelim,2020.11.24,"Duda,J",2743.0,black,"Aronian,L",lost,54.0,46.153728632329006
Skilling Open Prelim,2020.11.24,"Vachier Lagrave,M",2784.0,white,"Duda,J",won,18.970588235294116,29.314205845628187
Skilling Open Prelim,2020.11.24,"Duda,J",2743.0,black,"Vachier Lagrave,M",lost,39.81818181818182,73.75530984293638
Skilling Open Prelim,2020.11.24,"Duda,J",2743.0,white,Ding Liren,won,15.944444444444445,31.042036413408155
Skilling Open Prelim,2020.11.24,Ding Liren,2791.0,black,"Duda,J",lost,25.358490566037737,37.69595060561852
Skilling Open Prelim,2020.11.24,"Giri,A",2764.0,white,"Duda,J",draw,9.176470588235293,10.89109346920764
Skilling Open Prelim,2020.11.24,"Duda,J",2743.0,black,"Giri,A",draw,6.9411764705882355,13.431615855818313
Skilling Open Prelim,2020.11.24,"Duda,J",2743.0,white,"Karjakin,Sergey",lost,47.19642857142857,104.05912118373195
Skilling Open Prelim,2020.11.24,"Karjakin,Sergey",2752.0,black,"Duda,J",won,30.892857142857142,84.55105781450058
83rd Tata Steel Masters,2021.01.16,"Esipenko,Andrey",2677.0,white,"Duda,J",draw,10.6,15.564061166674975
83rd Tata Steel Masters,2021.01.16,"Duda,J",2743.0,black,"Esipenko,Andrey",draw,9.4,15.963708842245904
83rd Tata Steel Masters,2021.01.17,"Duda,J",2743.0,white,"Grandelius,N",lost,45.9,66.39997489959364
83rd Tata Steel Masters,2021.01.17,"Grandelius,N",2663.0,black,"Duda,J",won,28.8,43.41382268356473
83rd Tata Steel Masters,2021.01.18,"Caruana,F",2823.0,white,"Duda,J",draw,16.878048780487806,25.66405393708144
83rd Tata Steel Masters,2021.01.18,"Duda,J",2743.0,black,"Caruana,F",draw,18.175,23.20548157224926
83rd Tata Steel Masters,2021.01.19,"Duda,J",2743.0,white,"Giri,A",draw,11.03448275862069,12.223444851710427
83rd Tata Steel Masters,2021.01.19,"Giri,A",2764.0,black,"Duda,J",draw,10.392857142857142,14.986516048278405
83rd Tata Steel Masters,2021.01.21,"Wojtaszek,R",2705.0,white,"Duda,J",draw,6.529411764705882,12.429176524039875
83rd Tata Steel Masters,2021.01.21,"Duda,J",2743.0,black,"Wojtaszek,R",draw,5.294117647058823,10.708790813721292
83rd Tata Steel Masters,2021.01.22,"Duda,J",2743.0,white,"Carlsen,M",draw,16.170731707317074,26.072976795463912
83rd Tata Steel Masters,2021.01.22,"Carlsen,M",2862.0,black,"Duda,J",draw,14.825,31.38223024260704
83rd Tata Steel Masters,2021.01.23,"Firouzja,Alireza",2749.0,white,"Duda,J",won,16.043478260869566,26.719929479322403
83rd Tata Steel Masters,2021.01.23,"Duda,J",2743.0,black,"Firouzja,Alireza",lost,29.555555555555557,50.432597727860966
83rd Tata Steel Masters,2021.01.24,"Duda,J",2743.0,white,"Anton Guijarro,D",draw,23.3,26.77144000609605
83rd Tata Steel Masters,2021.01.24,"Anton Guijarro,D",2679.0,black,"Duda,J",draw,21.2,35.15266703964296
83rd Tata Steel Masters,2021.01.26,"Tari,A",2625.0,white,"Duda,J",draw,13.227272727272727,14.355650829683816
83rd Tata Steel Masters,2021.01.26,"Duda,J",2743.0,black,"Tari,A",draw,10.909090909090908,18.617950992887316
83rd Tata Steel Masters,2021.01.27,"Duda,J",2743.0,white,"Van Foreest,Jorden",draw,34.25,45.604961352905455
83rd Tata Steel Masters,2021.01.27,"Van Foreest,Jorden",2671.0,black,"Duda,J",draw,29.375,37.05549048386757
83rd Tata Steel Masters,2021.01.29,"Donchenko,Alexa",2668.0,white,"Duda,J",draw,15.125,22.708868495223037
83rd Tata Steel Masters,2021.01.29,"Duda,J",2743.0,black,"Donchenko,Alexa",draw,14.91304347826087,22.039318705398074
83rd Tata Steel Masters,2021.01.30,"Vachier Lagrave,M",2784.0,white,"Duda,J",draw,10.227272727272727,20.444896714165434
83rd Tata Steel Masters,2021.01.30,"Duda,J",2743.0,black,"Vachier Lagrave,M",draw,9.818181818181818,22.253300123603793
83rd Tata Steel Masters,2021.01.31,"Duda,J",2743.0,white,"Harikrishna,P",draw,9.166666666666666,11.14176327557218
83rd Tata Steel Masters,2021.01.31,"Harikrishna,P",2732.0,black,"Duda,J",draw,8.851063829787234,13.116464760156846
European Online CC PlayC,2021.03.29,"Duda,J",2729.0,white,"Tomashevsky,E",won,23.5,34.71094928117063
European Online CC PlayC,2021.03.29,"Tomashevsky,E",2706.0,black,"Duda,J",lost,50.6551724137931,75.83069884314162
European Online CC PlayC,2021.03.29,"Agrest,E",2568.0,white,"Duda,J",lost,68.53846153846153,131.75566861815756
European Online CC PlayC,2021.03.29,"Duda,J",2729.0,black,"Agrest,E",won,40.34615384615385,49.68356972472606
European Online CC PlayC,2021.03.29,"Duda,J",2729.0,white,"Fedoseev,Vl3",won,29.829268292682926,34.996795978102014
European Online CC PlayC,2021.03.29,"Fedoseev,Vl3",2687.0,black,"Duda,J",lost,53.25,79.44046512955472
European Online CC PlayC,2021.03.29,"Adams,Mi",2716.0,white,"Duda,J",draw,4.9393939393939394,7.083653371476896
European Online CC PlayC,2021.03.29,"Duda,J",2729.0,black,"Adams,Mi",draw,3.3125,6.262175640302658
European Online CC PlayC,2021.03.29,"Duda,J",2729.0,white,"Vachier Lagrave,M",draw,17.71153846153846,31.455301949115974
European Online CC PlayC,2021.03.29,"Vachier Lagrave,M",2758.0,black,"Duda,J",draw,15.51923076923077,25.44865901304291
European Online CC Final,2021.03.30,"Van Foreest,Jorden",2701.0,white,"Duda,J",lost,90.0625,96.95454395617567
European Online CC Final,2021.03.30,"Duda,J",2729.0,black,"Van Foreest,Jorden",won,38.75,48.56889436666229
European Online CC Final,2021.03.30,"Duda,J",2729.0,white,"Artemiev,V",draw,13.909090909090908,27.39593382388424
European Online CC Final,2021.03.30,"Artemiev,V",2709.0,black,"Duda,J",draw,14.380952380952381,21.173829737665244
8th Norway Chess 2020,2020.10.10,"Firouzja,Alireza",2728.0,white,"Tari,A",won,17.35,30.79573834153031
8th Norway Chess 2020,2020.10.10,"Tari,A",2633.0,black,"Firouzja,Alireza",lost,36.17948717948718,52.85338782769956
8th Norway Chess 2020,2020.10.11,"Tari,A",2633.0,white,"Firouzja,Alireza",lost,52.75,60.21368200002388
8th Norway Chess 2020,2020.10.11,"Firouzja,Alireza",2728.0,black,"Tari,A",won,18.25,15.581105010022021
8th Norway Chess 2020,2020.10.12,"Firouzja,Alireza",2728.0,white,"Aronian,L",draw,8.816326530612244,13.051973764863455
8th Norway Chess 2020,2020.10.12,"Aronian,L",2767.0,black,"Firouzja,Alireza",draw,8.387755102040817,19.593643624161313
8th Norway Armageddon,2020.10.12,"Firouzja,Alireza",2728.0,white,"Aronian,L",won,31.45098039215686,54.19149550725963
8th Norway Armageddon,2020.10.12,"Aronian,L",2767.0,black,"Firouzja,Alireza",lost,28.72,51.3914545425599
8th Norway Armageddon,2020.10.13,"Caruana,F",2828.0,white,"Firouzja,Alireza",won,42.1025641025641,68.22128206621973
8th Norway Armageddon,2020.10.13,"Firouzja,Alireza",2728.0,black,"Caruana,F",lost,50.3421052631579,69.64544656434342
8th Norway Chess 2020,2020.10.13,"Caruana,F",2828.0,white,"Firouzja,Alireza",draw,8.82,13.076222696176446
8th Norway Chess 2020,2020.10.13,"Firouzja,Alireza",2728.0,black,"Caruana,F",draw,6.82,13.004137803022545
8th Norway Chess 2020,2020.10.15,"Firouzja,Alireza",2728.0,white,"Carlsen,M",lost,25.23728813559322,120.57030285948876
8th Norway Chess 2020,2020.10.15,"Carlsen,M",2863.0,black,"Firouzja,Alireza",won,8.220338983050848,14.635767421651785
8th Norway Chess 2020,2020.10.16,"Firouzja,Alireza",2728.0,white,"Duda,J",won,19.586206896551722,23.015013452810667
8th Norway Chess 2020,2020.10.16,"Duda,J",2757.0,black,"Firouzja,Alireza",lost,42.892857142857146,57.22533110789455
Titled Tuesday 20th Oct,2020.10.20,"Neelotpal,D",2425.0,white,"Firouzja,Alireza",lost,77.0,169.50853328709695
Titled Tuesday 20th Oct,2020.10.20,"Firouzja,Alireza",2728.0,black,"Neelotpal,D",won,28.142857142857142,47.294704943008774
Titled Tuesday 20th Oct,2020.10.20,"Firouzja,Alireza",2728.0,white,"Dhulipalla,Bala Chandra Prasad",won,92.93333333333334,159.9343476416356
Titled Tuesday 20th Oct,2020.10.20,"Dhulipalla,Bala Chandra Prasad",2441.0,black,"Firouzja,Alireza",lost,174.5,417.45551516641524
Titled Tuesday 20th Oct,2020.10.20,"Kazakouski,Valery",2473.0,white,"Firouzja,Alireza",lost,45.75,122.74513969270562
Titled Tuesday 20th Oct,2020.10.20,"Firouzja,Alireza",2728.0,black,"Kazakouski,Valery",won,20.295454545454547,28.285540431829503
Titled Tuesday 20th Oct,2020.10.20,"Firouzja,Alireza",2728.0,white,"Gorshtein,Ido",won,18.96153846153846,30.838263905577744
Titled Tuesday 20th Oct,2020.10.20,"Gorshtein,Ido",2382.0,black,"Firouzja,Alireza",lost,34.09803921568628,46.13205890593246
Titled Tuesday 20th Oct,2020.10.20,"Jones,G",2670.0,white,"Firouzja,Alireza",draw,13.92156862745098,34.60468240857343
Titled Tuesday 20th Oct,2020.10.20,"Firouzja,Alireza",2728.0,black,"Jones,G",draw,12.1,23.46167086973986
Titled Tuesday 20th Oct,2020.10.20,"Firouzja,Alireza",2728.0,white,"Yoo,Christopher Woojin",won,44.916666666666664,46.77509724439087
Titled Tuesday 20th Oct,2020.10.20,"Yoo,Christopher Woojin",2455.0,black,"Firouzja,Alireza",lost,70.18181818181819,100.65586572964898
Titled Tuesday 20th Oct,2020.10.20,"Kokarev,Dm",2621.0,white,"Firouzja,Alireza",draw,15.26984126984127,28.162344751095677
Titled Tuesday 20th Oct,2020.10.20,"Firouzja,Alireza",2728.0,black,"Kokarev,Dm",draw,14.777777777777779,33.06388450490643
Titled Tuesday 20th Oct,2020.10.20,"Firouzja,Alireza",2728.0,white,"Quparadze,G",lost,76.84210526315789,114.46286296907236
Titled Tuesday 20th Oct,2020.10.20,"Quparadze,G",2463.0,black,"Firouzja,Alireza",won,67.64912280701755,124.00063542962121
Titled Tuesday 20th Oct,2020.10.20,"Mekhitarian,K",2554.0,white,"Firouzja,Alireza",won,29.125,33.55258621427962
Titled Tuesday 20th Oct,2020.10.20,"Firouzja,Alireza",2728.0,black,"Mekhitarian,K",lost,65.30434782608695,105.98541113002656
Titled Tuesday 27th Oct,2020.10.27,"Firouzja,Alireza",2728.0,white,"Bodnar,N",won,79.72727272727273,154.75205441966654
Titled Tuesday 27th Oct,2020.10.27,"Bodnar,N",2434.0,black,"Firouzja,Alireza",lost,105.27906976744185,184.73718926304224
Titled Tuesday 27th Oct,2020.10.27,"Novikov,E",2276.0,white,"Firouzja,Alireza",lost,36.0,62.692139442087054
Titled Tuesday 27th Oct,2020.10.27,"Firouzja,Alireza",2728.0,black,"Novikov,E",won,19.17391304347826,31.049962786385375
Titled Tuesday 27th Oct,2020.10.27,"Firouzja,Alireza",2728.0,white,"Chernobay,A",won,36.6,40.456231493636025
Titled Tuesday 27th Oct,2020.10.27,"Chernobay,A",2490.0,black,"Firouzja,Alireza",lost,67.13793103448276,65.61156549537486
Titled Tuesday 27th Oct,2020.10.27,"Goltsev,Dmitry",2312.0,white,"Firouzja,Alireza",lost,41.91111111111111,75.30023527253263
Titled Tuesday 27th Oct,2020.10.27,"Firouzja,Alireza",2728.0,black,"Goltsev,Dmitry",won,14.88888888888889,24.640727101665757
Titled Tuesday 27th Oct,2020.10.27,"Firouzja,Alireza",2728.0,white,"Kamsky,G",draw,31.57037037037037,72.62154978004406
Titled Tuesday 27th Oct,2020.10.27,"Kamsky,G",2672.0,black,"Firouzja,Alireza",draw,32.385185185185186,63.2396951271946
Titled Tuesday 27th Oct,2020.10.27,"Firouzja,Alireza",2728.0,white,"Zierk,S",won,40.583333333333336,68.45979152433605
Titled Tuesday 27th Oct,2020.10.27,"Zierk,S",2499.0,black,"Firouzja,Alireza",lost,74.52173913043478,80.91427001850539
Titled Tuesday 27th Oct,2020.10.27,"Kovalev,Vl",2648.0,white,"Firouzja,Alireza",lost,47.68421052631579,131.08396370329288
Titled Tuesday 27th Oct,2020.10.27,"Firouzja,Alireza",2728.0,black,"Kovalev,Vl",won,22.86842105263158,30.264771124050082
Titled Tuesday 27th Oct,2020.10.27,"Firouzja,Alireza",2728.0,white,"Indjic,A",won,55.073170731707314,96.10014853517683
Titled Tuesday 27th Oct,2020.10.27,"Indjic,A",2618.0,black,"Firouzja,Alireza",lost,73.225,115.31944491281597
Titled Tuesday 27th Oct,2020.10.27,"Jumabayev,R",2654.0,white,"Firouzja,Alireza",lost,65.79166666666667,73.80095932453874
Titled Tuesday 27th Oct,2020.10.27,"Firouzja,Alireza",2728.0,black,"Jumabayev,R",won,68.625,114.4740918650737
Titled Tuesday 27th Oct,2020.10.27,"Firouzja,Alireza",2728.0,white,"Sychev,K",won,28.347826086956523,45.942883912861014
Titled Tuesday 27th Oct,2020.10.27,"Sychev,K",2572.0,black,"Firouzja,Alireza",lost,52.0,106.45314803833999
Titled Tuesday 3rd Nov,2020.11.03,"Rodchenkov,S",2346.0,white,"Firouzja,Alireza",lost,73.04545454545455,110.65321639030951
Titled Tuesday 3rd Nov,2020.11.03,"Firouzja,Alireza",2728.0,black,"Rodchenkov,S",won,33.09090909090909,45.99793383789507
Titled Tuesday 3rd Nov,2020.11.03,"Firouzja,Alireza",2728.0,white,"Chernobay,A",won,52.1,94.49280395882005
Titled Tuesday 3rd Nov,2020.11.03,"Chernobay,A",2490.0,black,"Firouzja,Alireza",lost,90.27586206896552,152.5450519211821
Titled Tuesday 3rd Nov,2020.11.03,"Livaic,Leon",2507.0,white,"Firouzja,Alireza",lost,67.075,92.59843073724306
Titled Tuesday 3rd Nov,2020.11.03,"Firouzja,Alireza",2728.0,black,"Livaic,Leon",won,41.75,66.46719115473438
Titled Tuesday 3rd Nov,2020.11.03,"Firouzja,Alireza",2728.0,white,"Onischuk,V",lost,84.33333333333333,220.1765164877908
Titled Tuesday 3rd Nov,2020.11.03,"Onischuk,V",2633.0,black,"Firouzja,Alireza",won,62.30952380952381,124.88022606352858
Titled Tuesday 3rd Nov,2020.11.03,"Nasuta,G",2535.0,white,"Firouzja,Alireza",lost,77.22222222222223,169.4260099261804
Titled Tuesday 3rd Nov,2020.11.03,"Firouzja,Alireza",2728.0,black,"Nasuta,G",won,22.5,26.847822175281845
Titled Tuesday 3rd Nov,2020.11.03,"Firouzja,Alireza",2728.0,white,"Ostrovskiy,Al",won,45.80434782608695,90.58664350276153
Titled Tuesday 3rd Nov,2020.11.03,"Ostrovskiy,Al",2427.0,black,"Firouzja,Alireza",lost,67.46666666666667,114.59854565685669
Titled Tuesday 3rd Nov,2020.11.03,"Firouzja,Alireza",2728.0,white,"Gumularz,Szymon",won,51.228070175438596,93.70072132581228
Titled Tuesday 3rd Nov,2020.11.03,"Gumularz,Szymon",2526.0,black,"Firouzja,Alireza",lost,66.07142857142857,102.05860661244337
Titled Tuesday 3rd Nov,2020.11.03,"Paravyan,D",2653.0,white,"Firouzja,Alireza",draw,53.72222222222222,83.3198692826864
Titled Tuesday 3rd Nov,2020.11.03,"Firouzja,Alireza",2728.0,black,"Paravyan,D",draw,52.370370370370374,75.15743877731948
Titled Tuesday 3rd Nov,2020.11.03,"Firouzja,Alireza",2728.0,white,"Vastrukhin,O",won,65.25,143.73130313192044
Titled Tuesday 3rd Nov,2020.11.03,"Vastrukhin,O",2401.0,black,"Firouzja,Alireza",lost,83.23076923076923,172.72112717094905
Titled Tuesday 3rd Nov,2020.11.03,"Giri,A",2764.0,white,"Firouzja,Alireza",lost,86.27027027027027,173.73662089630815
