event,date,player,elo,color,opponent,result,avg_cp_loss,std_cp_loss
7th Mikhail Tal Memorial,2012.06.17,"Aronian,L",2825.0,black,"Radjabov,T",draw,12.057142857142857,23.464188953920956
7th Mikhail Tal Memorial,2012.06.18,"Aronian,L",2825.0,white,"Caruana,F",won,29.954545454545453,45.83069363798504
7th Mikhail Tal Memorial,2012.06.18,"Caruana,F",2770.0,black,"Aronian,L",lost,44.372093023255815,55.65801860607452
40th Olympiad Open,2012.08.29,"Aronian,L",2816.0,white,"Rahman,Zia",won,15.8,23.758787847867996
40th Olympiad Open,2012.08.29,"Rahman,Zia",2516.0,black,"Aronian,L",lost,52.083333333333336,186.25563004167745
40th Olympiad Open,2012.08.30,"Aronian,L",2816.0,white,"Vallejo Pons,F",won,8.323529411764707,12.337700682521353
40th Olympiad Open,2012.08.30,"Vallejo Pons,F",2697.0,black,"Aronian,L",lost,27.303030303030305,62.18178864669392
40th Olympiad Open,2012.08.31,"So,W",2652.0,white,"Aronian,L",draw,8.048780487804878,13.387200329386703
40th Olympiad Open,2012.08.31,"Aronian,L",2816.0,black,"So,W",draw,7.951219512195122,11.26823989006744
40th Olympiad Open,2012.09.01,"Aronian,L",2816.0,white,"Ivanchuk,V",won,30.6875,41.723372871209726
40th Olympiad Open,2012.09.01,"Ivanchuk,V",2769.0,black,"Aronian,L",lost,48.29032258064516,48.98662987333947
40th Olympiad Open,2012.09.03,"Kramnik,V",2797.0,white,"Aronian,L",won,15.08,25.73545414404028
40th Olympiad Open,2012.09.03,"Aronian,L",2816.0,black,"Kramnik,V",lost,43.125,50.248808028980484
40th Olympiad Open,2012.09.04,Wang Hao,2726.0,white,"Aronian,L",draw,7.95,11.14663626391388
40th Olympiad Open,2012.09.04,"Aronian,L",2816.0,black,Wang Hao,draw,8.25,10.709224995301948
40th Olympiad Open,2012.09.05,"Aronian,L",2816.0,white,"Kasimdzhanov,R",draw,14.81578947368421,21.69508222611254
40th Olympiad Open,2012.09.05,"Kasimdzhanov,R",2684.0,black,"Aronian,L",draw,15.157894736842104,23.327785912252086
40th Olympiad Open,2012.09.06,"Aronian,L",2816.0,white,"Naiditsch,A",won,19.0,38.578373593127395
40th Olympiad Open,2012.09.06,"Naiditsch,A",2712.0,black,"Aronian,L",lost,29.5,46.78546387105326
40th Olympiad Open,2012.09.07,"Giri,A",2711.0,white,"Aronian,L",lost,54.6578947368421,83.89350276448221
40th Olympiad Open,2012.09.07,"Aronian,L",2816.0,black,"Giri,A",won,33.45945945945946,43.87056797948884
19th Amber Blindfold,2010.03.19,"Carlsen,M",2813.0,white,"Gelfand,B",won,23.829268292682926,41.46164989070896
19th Amber Blindfold,2010.03.19,"Gelfand,B",2750.0,black,"Carlsen,M",lost,45.5,71.04716743122135
19th Amber Blindfold,2010.03.20,"Gashimov,V",2740.0,white,"Carlsen,M",won,16.939393939393938,23.805957229918114
19th Amber Blindfold,2010.03.20,"Carlsen,M",2813.0,black,"Gashimov,V",lost,32.1875,38.692245266332115
19th Amber Blindfold,2010.03.21,"Carlsen,M",2813.0,white,"Kramnik,V",lost,63.724137931034484,126.88411670706739
19th Amber Blindfold,2010.03.21,"Kramnik,V",2790.0,black,"Carlsen,M",won,39.86206896551724,101.3535036353833
19th Amber Blindfold,2010.03.23,"Dominguez Perez,L",2713.0,white,"Carlsen,M",draw,12.975,14.181832568465897
19th Amber Blindfold,2010.03.23,"Carlsen,M",2813.0,black,"Dominguez Perez,L",draw,13.538461538461538,24.38036847268526
19th Amber Blindfold,2010.03.24,"Carlsen,M",2813.0,white,"Ponomariov,R",won,27.129032258064516,54.686049371276304
19th Amber Blindfold,2010.03.24,"Ponomariov,R",2737.0,black,"Carlsen,M",lost,47.4,60.78958244085358
19th Amber Blindfold,2010.03.25,"Grischuk,A",2756.0,white,"Carlsen,M",won,28.125,37.43139557911246
19th Amber Blindfold,2010.03.25,"Carlsen,M",2813.0,black,"Grischuk,A",lost,90.53333333333333,222.35942875343864
4th Kings Tournament,2010.06.14,"Carlsen,M",2813.0,white,"Ponomariov,R",draw,22.428571428571427,23.265693993663774
4th Kings Tournament,2010.06.14,"Ponomariov,R",2733.0,black,"Carlsen,M",draw,20.19047619047619,20.68728398850032
4th Kings Tournament,2010.06.15,"Radjabov,T",2740.0,white,"Carlsen,M",draw,13.34375,21.569813071454746
4th Kings Tournament,2010.06.15,"Carlsen,M",2813.0,black,"Radjabov,T",draw,12.793650793650794,18.316579990399998
4th Kings Tournament,2010.06.16,"Carlsen,M",2813.0,white,"Gelfand,B",draw,17.233333333333334,27.163312676394156
4th Kings Tournament,2010.06.16,"Gelfand,B",2741.0,black,"Carlsen,M",draw,15.533333333333333,22.486638007690008
4th Kings Tournament,2010.06.17,"Carlsen,M",2813.0,white,Wang Yue,won,12.363636363636363,14.748021298852434
4th Kings Tournament,2010.06.17,Wang Yue,2752.0,black,"Carlsen,M",lost,30.41860465116279,47.2987696177747
4th Kings Tournament,2010.06.19,"Nisipeanu,LD",2672.0,white,"Carlsen,M",lost,68.85714285714286,114.51815647863576
4th Kings Tournament,2010.06.19,"Carlsen,M",2813.0,black,"Nisipeanu,LD",won,27.85,26.004374631972983
4th Kings Tournament,2010.06.20,"Ponomariov,R",2733.0,white,"Carlsen,M",lost,47.725,66.58077331332223
4th Kings Tournament,2010.06.20,"Carlsen,M",2813.0,black,"Ponomariov,R",won,31.85,60.58529111921474
4th Kings Tournament,2010.06.21,"Carlsen,M",2813.0,white,"Radjabov,T",won,10.925925925925926,23.71267191456598
4th Kings Tournament,2010.06.21,"Radjabov,T",2740.0,black,"Carlsen,M",lost,22.30188679245283,38.46026369166581
4th Kings Tournament,2010.06.22,"Gelfand,B",2741.0,white,"Carlsen,M",draw,20.347826086956523,21.389978750019267
4th Kings Tournament,2010.06.22,"Carlsen,M",2813.0,black,"Gelfand,B",draw,18.863636363636363,24.672943323231728
4th Kings Tournament,2010.06.24,"Carlsen,M",2813.0,white,"Nisipeanu,LD",draw,5.136363636363637,12.087918290385705
4th Kings Tournament,2010.06.24,"Nisipeanu,LD",2672.0,black,"Carlsen,M",draw,3.4545454545454546,7.481658012203596
4th Kings Tournament,2010.06.25,Wang Yue,2752.0,white,"Carlsen,M",lost,33.7027027027027,36.762837334890435
4th Kings Tournament,2010.06.25,"Carlsen,M",2813.0,black,Wang Yue,won,18.0,26.861003583513284
Arctic Stars Prelim,2010.08.28,"Polgar,Ju",2682.0,white,"Carlsen,M",lost,57.8,73.45692615403942
Arctic Stars Prelim,2010.08.28,"Carlsen,M",2826.0,black,"Polgar,Ju",won,20.88,32.87712882841201
Arctic Stars Prelim,2010.08.28,"Carlsen,M",2826.0,white,"Hammer,J",won,47.17460317460318,129.45558037994806
Arctic Stars Prelim,2010.08.28,"Hammer,J",2636.0,black,"Carlsen,M",lost,54.516129032258064,155.30601861252404
Arctic Stars Prelim,2010.08.28,"Anand,V",2800.0,white,"Carlsen,M",draw,40.666666666666664,45.04213195213623
Arctic Stars Prelim,2010.08.28,"Carlsen,M",2826.0,black,"Anand,V",draw,41.61904761904762,51.5830132527737
Arctic Stars Prelim,2010.08.29,"Carlsen,M",2826.0,white,"Polgar,Ju",draw,15.193877551020408,25.03453050523735
Arctic Stars Prelim,2010.08.29,"Polgar,Ju",2682.0,black,"Carlsen,M",draw,14.845360824742269,30.48857829274931
Arctic Stars Prelim,2010.08.29,"Hammer,J",2636.0,white,"Carlsen,M",won,26.511111111111113,36.03740169584447
Arctic Stars Prelim,2010.08.29,"Carlsen,M",2826.0,black,"Hammer,J",lost,40.65909090909091,83.52760653651588
Arctic Stars Prelim,2010.08.29,"Carlsen,M",2826.0,white,"Anand,V",draw,16.166666666666668,17.98533353102528
Arctic Stars Prelim,2010.08.29,"Anand,V",2800.0,black,"Carlsen,M",draw,14.4,18.86018734442123
Arctic Stars Final,2010.08.30,"Carlsen,M",2826.0,white,"Anand,V",won,22.431818181818183,34.283840433592516
Arctic Stars Final,2010.08.30,"Anand,V",2800.0,black,"Carlsen,M",lost,31.697674418604652,42.29054261406055
Arctic Stars Final,2010.08.30,"Anand,V",2800.0,white,"Carlsen,M",draw,19.22222222222222,16.788076309477493
Arctic Stars Final,2010.08.30,"Carlsen,M",2826.0,black,"Anand,V",draw,13.235294117647058,14.469153443933166
RAW World Chess Challenge,2010.09.10,"Carlsen,M",2826.0,white,The World,won,31.647058823529413,37.15063324053858
39th Olympiad Men,2010.09.22,"Carlsen,M",2826.0,white,"Galego,L",won,21.676470588235293,28.59526965018484
39th Olympiad Men,2010.09.22,"Galego,L",2500.0,black,"Carlsen,M",lost,49.666666666666664,63.04383595979271
39th Olympiad Men,2010.09.24,"Jobava,Ba",2710.0,white,"Carlsen,M",won,37.01851851851852,68.69214487971374
39th Olympiad Men,2010.09.24,"Carlsen,M",2826.0,black,"Jobava,Ba",lost,47.62264150943396,54.25280669727477
39th Olympiad Men,2010.09.25,"Carlsen,M",2826.0,white,"Vallejo Pons,F",won,25.0,24.56998596919249
39th Olympiad Men,2010.09.25,"Vallejo Pons,F",2697.0,black,"Carlsen,M",lost,57.666666666666664,64.97862896539309
39th Olympiad Men,2010.09.27,"Adams,Mi",2728.0,white,"Carlsen,M",won,37.892857142857146,63.69757748573348
39th Olympiad Men,2010.09.27,"Carlsen,M",2826.0,black,"Adams,Mi",lost,64.03703703703704,89.01039534857566
39th Olympiad Men,2010.09.28,"Carlsen,M",2826.0,white,"Sulskis,S",won,18.081632653061224,25.239131210745338
39th Olympiad Men,2010.09.28,"Sulskis,S",2544.0,black,"Carlsen,M",lost,27.979166666666668,39.77147720798859
39th Olympiad Men,2010.09.29,"Flores,Di",2615.0,white,"Carlsen,M",lost,44.878787878787875,68.79823710556683
39th Olympiad Men,2010.09.29,"Carlsen,M",2826.0,black,"Flores,Di",won,20.272727272727273,22.496158227266847
39th Olympiad Men,2010.09.30,"Carlsen,M",2826.0,white,"Sedlak,N",draw,17.65625,22.245237376515
39th Olympiad Men,2010.09.30,"Sedlak,N",2550.0,black,"Carlsen,M",draw,16.516129032258064,16.20408345138594
39th Olympiad Men,2010.10.01,"Sjugirov,S",2627.0,white,"Carlsen,M",won,15.066666666666666,25.098384188805642
39th Olympiad Men,2010.10.01,"Carlsen,M",2826.0,black,"Sjugirov,S",lost,61.142857142857146,75.2451774846327
Grand Slam Final Masters,2010.10.09,"Kramnik,V",2780.0,white,"Carlsen,M",won,22.314285714285713,34.75692854140959
Grand Slam Final Masters,2010.10.09,"Carlsen,M",2826.0,black,"Kramnik,V",lost,38.1764705882353,67.04409022875973
Grand Slam Final Masters,2010.10.10,"Carlsen,M",2826.0,white,"Anand,V",lost,27.97142857142857,48.54187336092165
Grand Slam Final Masters,2010.10.10,"Anand,V",2800.0,black,"Carlsen,M",won,18.62857142857143,32.84951464245549
Grand Slam Final Masters,2010.10.11,"Shirov,A",2749.0,white,"Carlsen,M",draw,6.298780487804878,13.825206688371955
Grand Slam Final Masters,2010.10.11,"Carlsen,M",2826.0,black,"Shirov,A",draw,5.914634146341464,11.072599910074874
Grand Slam Final Masters,2010.10.13,"Carlsen,M",2826.0,white,"Kramnik,V",draw,10.365079365079366,19.93664695128967
Grand Slam Final Masters,2010.10.13,"Kramnik,V",2780.0,black,"Carlsen,M",draw,9.126984126984127,15.94981421346946
Grand Slam Final Masters,2010.10.14,"Carlsen,M",2826.0,white,"Shirov,A",won,32.72727272727273,52.471794863510695
Grand Slam Final Masters,2010.10.14,"Shirov,A",2749.0,black,"Carlsen,M",lost,43.666666666666664,55.70324812658461
Grand Slam Final Masters,2010.10.15,"Anand,V",2800.0,white,"Carlsen,M",draw,23.2,34.38837012712292
Grand Slam Final Masters,2010.10.15,"Carlsen,M",2826.0,black,"Anand,V",draw,22.95,29.722844749451557
3rd Pearl Spring,2010.10.20,"Carlsen,M",2826.0,white,"Bacrot,E",won,13.678571428571429,23.55700316167538
3rd Pearl Spring,2010.10.20,"Bacrot,E",2716.0,black,"Carlsen,M",lost,36.0,56.814838958901625
3rd Pearl Spring,2010.10.21,"Anand,V",2800.0,white,"Carlsen,M",draw,12.264705882352942,14.872613646504796
3rd Pearl Spring,2010.10.21,"Carlsen,M",2826.0,black,"Anand,V",draw,11.06060606060606,12.9753598512355
3rd Pearl Spring,2010.10.22,"Carlsen,M",2826.0,white,Wang Yue,won,24.785714285714285,33.840336395298124
3rd Pearl Spring,2010.10.22,Wang Yue,2732.0,black,"Carlsen,M",lost,41.0,55.62573345334174
3rd Pearl Spring,2010.10.23,"Gashimov,V",2719.0,white,"Carlsen,M",draw,16.16923076923077,21.2121657623959
3rd Pearl Spring,2010.10.23,"Carlsen,M",2826.0,black,"Gashimov,V",draw,16.123076923076923,26.218905505706367
3rd Pearl Spring,2010.10.24,"Carlsen,M",2826.0,white,"Topalov,V",won,22.727272727272727,25.75969688236013
3rd Pearl Spring,2010.10.24,"Topalov,V",2803.0,black,"Carlsen,M",lost,43.76190476190476,49.135289192096245
3rd Pearl Spring,2010.10.26,"Bacrot,E",2716.0,white,"Carlsen,M",draw,15.81578947368421,20.969721609423697
3rd Pearl Spring,2010.10.26,"Carlsen,M",2826.0,black,"Bacrot,E",draw,14.81578947368421,18.170037892319055
3rd Pearl Spring,2010.10.27,"Carlsen,M",2826.0,white,"Anand,V",draw,31.017241379310345,48.56758227009479
3rd Pearl Spring,2010.10.27,"Anand,V",2800.0,black,"Carlsen,M",draw,29.25862068965517,40.37136247939039
3rd Pearl Spring,2010.10.28,Wang Yue,2732.0,white,"Carlsen,M",draw,10.88888888888889,21.926363859490372
3rd Pearl Spring,2010.10.28,"Carlsen,M",2826.0,black,Wang Yue,draw,8.055555555555555,11.871872557633498
3rd Pearl Spring,2010.10.29,"Topalov,V",2803.0,white,"Carlsen,M",lost,43.08695652173913,72.25071869266634
3rd Pearl Spring,2010.10.29,"Carlsen,M",2826.0,black,"Topalov,V",won,18.565217391304348,31.232405254738538
3rd Pearl Spring,2010.10.30,"Carlsen,M",2826.0,white,"Gashimov,V",draw,13.98360655737705,20.338521798792485
3rd Pearl Spring,2010.10.30,"Gashimov,V",2719.0,black,"Carlsen,M",draw,15.459016393442623,24.991522346516874
2nd London Chess Classic,2010.12.08,"McShane,L",2645.0,white,"Carlsen,M",won,32.758620689655174,39.90303347937502
2nd London Chess Classic,2010.12.08,"Carlsen,M",2802.0,black,"McShane,L",lost,42.642857142857146,54.2877349247996
2nd London Chess Classic,2010.12.09,"Carlsen,M",2802.0,white,"Adams,Mi",won,21.435897435897434,21.633064521811637
2nd London Chess Classic,2010.12.09,"Adams,Mi",2723.0,black,"Carlsen,M",lost,38.973684210526315,73.49775751756515
2nd London Chess Classic,2010.12.10,"Anand,V",2804.0,white,"Carlsen,M",won,29.71641791044776,61.79185232726323
2nd London Chess Classic,2010.12.10,"Carlsen,M",2802.0,black,"Anand,V",lost,31.37878787878788,52.96847694663227
2nd London Chess Classic,2010.12.11,"Carlsen,M",2802.0,white,"Nakamura,Hi",won,22.632653061224488,43.63330214671556
2nd London Chess Classic,2010.12.11,"Nakamura,Hi",2741.0,black,"Carlsen,M",lost,34.25,52.938840498572816
2nd London Chess Classic,2010.12.12,"Howell,D",2611.0,white,"Carlsen,M",lost,30.355555555555554,57.357807007340845
2nd London Chess Classic,2010.12.12,"Carlsen,M",2802.0,black,"Howell,D",won,16.31111111111111,19.075082317832834
2nd London Chess Classic,2010.12.14,"Kramnik,V",2791.0,white,"Carlsen,M",draw,25.07894736842105,35.36901824370512
2nd London Chess Classic,2010.12.14,"Carlsen,M",2802.0,black,"Kramnik,V",draw,24.186666666666667,33.1866211329539
2nd London Chess Classic,2010.12.15,"Carlsen,M",2802.0,white,"Short,N",won,20.333333333333332,30.845132877363685
2nd London Chess Classic,2010.12.15,"Short,N",2680.0,black,"Carlsen,M",lost,47.86206896551724,55.715858039688236
73rd Tata Steel GMA,2011.01.15,"Carlsen,M",2814.0,white,"Aronian,L",draw,37.611111111111114,52.263370313664325
73rd Tata Steel GMA,2011.01.15,"Aronian,L",2805.0,black,"Carlsen,M",draw,42.05882352941177,88.89615262516762
73rd Tata Steel GMA,2011.01.16,"Shirov,A",2722.0,white,"Carlsen,M",draw,11.055555555555555,24.229165671475407
73rd Tata Steel GMA,2011.01.16,"Carlsen,M",2814.0,black,"Shirov,A",draw,8.764705882352942,13.993819693685394
73rd Tata Steel GMA,2011.01.17,"Carlsen,M",2814.0,white,"Giri,A",lost,65.75,83.66015080869346
73rd Tata Steel GMA,2011.01.17,"Giri,A",2686.0,black,"Carlsen,M",won,25.75,29.008978495171686
73rd Tata Steel GMA,2011.01.18,"Ponomariov,R",2744.0,white,"Carlsen,M",draw,16.818181818181817,25.444478528814578
73rd Tata Steel GMA,2011.01.18,"Carlsen,M",2814.0,black,"Ponomariov,R",draw,12.380952380952381,22.065867178315603
73rd Tata Steel GMA,2011.01.20,"Carlsen,M",2814.0,white,"L'Ami,E",won,22.095238095238095,58.80529192408319
73rd Tata Steel GMA,2011.01.20,"L'Ami,E",2628.0,black,"Carlsen,M",lost,31.289156626506024,101.26781028783796
73rd Tata Steel GMA,2011.01.21,"Smeets,J",2662.0,white,"Carlsen,M",lost,42.0,46.5356338453803
73rd Tata Steel GMA,2011.01.21,"Carlsen,M",2814.0,black,"Smeets,J",won,17.391304347826086,29.099139581534587
73rd Tata Steel GMA,2011.01.23,"Carlsen,M",2814.0,white,"Nakamura,Hi",won,25.333333333333332,37.16330328578329
73rd Tata Steel GMA,2011.01.23,"Nakamura,Hi",2751.0,black,"Carlsen,M",lost,54.03846153846154,76.67186865980887
73rd Tata Steel GMA,2011.01.25,"Vachier Lagrave,M",2715.0,white,"Carlsen,M",draw,10.96875,19.035303345034983
73rd Tata Steel GMA,2011.01.25,"Carlsen,M",2814.0,black,"Vachier Lagrave,M",draw,9.1875,14.539681693558494
73rd Tata Steel GMA,2011.01.26,"Carlsen,M",2814.0,white,"Nepomniachtchi,I",lost,24.892857142857142,33.01172874440049
73rd Tata Steel GMA,2011.01.26,"Nepomniachtchi,I",2733.0,black,"Carlsen,M",won,23.875,54.29912604532152
73rd Tata Steel GMA,2011.01.28,"Kramnik,V",2784.0,white,"Carlsen,M",lost,26.65714285714286,40.62859152099162
73rd Tata Steel GMA,2011.01.28,"Carlsen,M",2814.0,black,"Kramnik,V",won,18.142857142857142,31.21871495217742
73rd Tata Steel GMA,2011.01.29,"Carlsen,M",2814.0,white,Wang Hao,won,21.842105263157894,36.75131670809079
73rd Tata Steel GMA,2011.01.29,Wang Hao,2731.0,black,"Carlsen,M",lost,52.27777777777778,54.03271185696017
20th Amber Blindfold,2011.03.12,"Nakamura,Hi",2774.0,white,"Carlsen,M",draw,53.6,160.93191106800415
20th Amber Blindfold,2011.03.12,"Carlsen,M",2815.0,black,"Nakamura,Hi",draw,52.10204081632653,162.5133269132304
20th Amber Blindfold,2011.03.13,"Carlsen,M",2815.0,white,"Gashimov,V",won,20.906666666666666,58.81817708460163
20th Amber Blindfold,2011.03.13,"Gashimov,V",2746.0,black,"Carlsen,M",lost,27.2027027027027,67.14787628803086
20th Amber Blindfold,2011.03.14,"Aronian,L",2808.0,white,"Carlsen,M",draw,22.296296296296298,19.957018286186226
20th Amber Blindfold,2011.03.14,"Carlsen,M",2815.0,black,"Aronian,L",draw,23.96153846153846,19.883276253077938
20th Amber Blindfold,2011.03.15,"Carlsen,M",2815.0,white,"Giri,A",draw,8.451612903225806,10.130881277710213
20th Amber Blindfold,2011.03.15,"Giri,A",2690.0,black,"Carlsen,M",draw,6.8,9.060537143753306
20th Amber Blindfold,2011.03.17,"Ivanchuk,V",2779.0,white,"Carlsen,M",won,35.8421052631579,46.271809262335665
20th Amber Blindfold,2011.03.17,"Carlsen,M",2815.0,black,"Ivanchuk,V",lost,61.44444444444444,88.60538121495168
20th Amber Blindfold,2011.03.18,"Karjakin,Sergey",2776.0,white,"Carlsen,M",draw,35.696969696969695,67.79178677726107
20th Amber Blindfold,2011.03.18,"Carlsen,M",2815.0,black,"Karjakin,Sergey",draw,33.81818181818182,57.69693786604673
20th Amber Blindfold,2011.03.19,"Carlsen,M",2815.0,white,"Kramnik,V",won,25.950617283950617,36.260001169389746
20th Amber Blindfold,2011.03.19,"Kramnik,V",2785.0,black,"Carlsen,M",lost,32.6875,47.12207384814467
20th Amber Blindfold,2011.03.20,"Topalov,V",2775.0,white,"Carlsen,M",draw,10.875,15.152866890460036
20th Amber Blindfold,2011.03.20,"Carlsen,M",2815.0,black,"Topalov,V",draw,7.466666666666667,13.460394578994414
20th Amber Blindfold,2011.03.22,"Carlsen,M",2815.0,white,"Anand,V",lost,74.48571428571428,146.27515586896428
20th Amber Blindfold,2011.03.22,"Anand,V",2817.0,black,"Carlsen,M",won,58.371428571428574,124.17455127228553
20th Amber Blindfold,2011.03.23,"Grischuk,A",2747.0,white,"Carlsen,M",draw,13.434782608695652,17.16879395363303
20th Amber Blindfold,2011.03.23,"Carlsen,M",2815.0,black,"Grischuk,A",draw,14.272727272727273,20.104684705496826
20th Amber Blindfold,2011.03.24,"Carlsen,M",2815.0,white,"Gelfand,B",lost,40.26470588235294,72.24358665756283
20th Amber Blindfold,2011.03.24,"Gelfand,B",2733.0,black,"Carlsen,M",won,19.38235294117647,31.908891169079165
5th Kings Tournament,2011.06.11,"Carlsen,M",2815.0,white,"Nakamura,Hi",won,21.857142857142858,47.06964011343366
5th Kings Tournament,2011.06.11,"Nakamura,Hi",2774.0,black,"Carlsen,M",lost,34.5,34.26628914003632
5th Kings Tournament,2011.06.12,"Ivanchuk,V",2776.0,white,"Carlsen,M",draw,14.217391304347826,18.204052395812578
5th Kings Tournament,2011.06.12,"Carlsen,M",2815.0,black,"Ivanchuk,V",draw,11.863636363636363,15.94677355382146
5th Kings Tournament,2011.06.13,"Carlsen,M",2815.0,white,"Radjabov,T",draw,9.592592592592593,11.665902385312883
5th Kings Tournament,2011.06.13,"Radjabov,T",2744.0,black,"Carlsen,M",draw,6.925925925925926,8.471852855741053
5th Kings Tournament,2011.06.14,"Karjakin,Sergey",2776.0,white,"Carlsen,M",draw,10.96,19.9348538996402
5th Kings Tournament,2011.06.14,"Carlsen,M",2815.0,black,"Karjakin,Sergey",draw,11.416666666666666,23.919860413936828
5th Kings Tournament,2011.06.15,"Carlsen,M",2815.0,white,"Nisipeanu,LD",won,13.619047619047619,15.582273782597571
5th Kings Tournament,2011.06.15,"Nisipeanu,LD",2659.0,black,"Carlsen,M",lost,39.15,52.08577060963963
5th Kings Tournament,2011.06.17,"Nakamura,Hi",2774.0,white,"Carlsen,M",draw,18.958333333333332,15.554954105436062
5th Kings Tournament,2011.06.17,"Carlsen,M",2815.0,black,"Nakamura,Hi",draw,14.826086956521738,14.448265049789208
5th Kings Tournament,2011.06.18,"Carlsen,M",2815.0,white,"Ivanchuk,V",won,11.048387096774194,14.996158023409173
5th Kings Tournament,2011.06.18,"Ivanchuk,V",2776.0,black,"Carlsen,M",lost,21.83606557377049,45.230259828928915
5th Kings Tournament,2011.06.19,"Radjabov,T",2744.0,white,"Carlsen,M",draw,15.0,19.444928983102375
5th Kings Tournament,2011.06.19,"Carlsen,M",2815.0,black,"Radjabov,T",draw,13.777777777777779,16.807919943868907
5th Kings Tournament,2011.06.20,"Nisipeanu,LD",2659.0,white,"Carlsen,M",draw,19.5,22.05313830480617
5th Kings Tournament,2011.06.20,"Carlsen,M",2815.0,black,"Nisipeanu,LD",draw,16.666666666666668,16.864539673904485
5th Kings Tournament,2011.06.21,"Carlsen,M",2815.0,white,"Karjakin,Sergey",draw,16.35,25.058481598053785
5th Kings Tournament,2011.06.21,"Karjakin,Sergey",2776.0,black,"Carlsen,M",draw,12.85,17.61327624265287
Biel ACCENTUS GM,2011.07.18,"Pelletier,Y",2590.0,white,"Carlsen,M",lost,23.743589743589745,33.77012634367225
Biel ACCENTUS GM,2011.07.18,"Carlsen,M",2821.0,black,"Pelletier,Y",won,15.181818181818182,23.2137035618587
Biel ACCENTUS GM,2011.07.19,"Carlsen,M",2821.0,white,"Shirov,A",won,44.73913043478261,42.793962791704274
Biel ACCENTUS GM,2011.07.19,"Shirov,A",2714.0,black,"Carlsen,M",lost,82.18181818181819,83.04360101429542
Biel ACCENTUS GM,2011.07.20,"Morozevich,A",2694.0,white,"Carlsen,M",draw,27.38095238095238,32.62189768570768
Biel ACCENTUS GM,2011.07.20,"Carlsen,M",2821.0,black,"Morozevich,A",draw,25.714285714285715,33.87602447179429
Biel ACCENTUS GM,2011.07.22,"Carlsen,M",2821.0,white,"Caruana,F",won,34.8235294117647,41.73337681621785
Biel ACCENTUS GM,2011.07.22,"Caruana,F",2711.0,black,"Carlsen,M",lost,61.8125,131.47110839933617
Biel ACCENTUS GM,2011.07.23,"Vachier Lagrave,M",2722.0,white,"Carlsen,M",won,19.337209302325583,27.078958820764466
Biel ACCENTUS GM,2011.07.23,"Carlsen,M",2821.0,black,"Vachier Lagrave,M",lost,25.32941176470588,31.692043252784003
Biel ACCENTUS GM,2011.07.25,"Carlsen,M",2821.0,white,"Pelletier,Y",won,16.15625,21.32209736253683
Biel ACCENTUS GM,2011.07.25,"Pelletier,Y",2590.0,black,"Carlsen,M",lost,32.87096774193548,50.77829224756977
Biel ACCENTUS GM,2011.07.26,"Shirov,A",2714.0,white,"Carlsen,M",lost,32.16,51.30277185493977
Biel ACCENTUS GM,2011.07.26,"Carlsen,M",2821.0,black,"Shirov,A",won,21.163265306122447,43.96953812829204
Biel ACCENTUS GM,2011.07.27,"Carlsen,M",2821.0,white,"Morozevich,A",draw,4.72,7.421697918940113
Biel ACCENTUS GM,2011.07.27,"Morozevich,A",2694.0,black,"Carlsen,M",draw,4.92,7.776477351603359
Biel ACCENTUS GM,2011.07.28,"Carlsen,M",2821.0,white,"Vachier Lagrave,M",draw,16.789473684210527,21.69787510180474
Biel ACCENTUS GM,2011.07.28,"Vachier Lagrave,M",2722.0,black,"Carlsen,M",draw,16.236842105263158,19.89370994286533
Biel ACCENTUS GM,2011.07.29,"Caruana,F",2711.0,white,"Carlsen,M",draw,16.379310344827587,19.96620212034784
Biel ACCENTUS GM,2011.07.29,"Carlsen,M",2821.0,black,"Caruana,F",draw,13.068965517241379,12.07714008873578
Botvinnik Memorial,2011.09.02,"Aronian,L",2807.0,white,"Carlsen,M",draw,31.78787878787879,50.50517979781431
Botvinnik Memorial,2011.09.02,"Carlsen,M",2823.0,black,"Aronian,L",draw,32.27272727272727,92.07219589104166
Botvinnik Memorial,2011.09.02,"Carlsen,M",2823.0,white,"Kramnik,V",draw,16.8,22.26027852476244
Botvinnik Memorial,2011.09.02,"Kramnik,V",2791.0,black,"Carlsen,M",draw,15.958333333333334,30.09495966473825
Botvinnik Memorial,2011.09.02,"Anand,V",2817.0,white,"Carlsen,M",draw,38.0,49.31769757518742
Botvinnik Memorial,2011.09.02,"Carlsen,M",2823.0,black,"Anand,V",draw,37.529411764705884,66.80535171152862
Botvinnik Memorial,2011.09.03,"Carlsen,M",2823.0,white,"Aronian,L",lost,51.53333333333333,70.55859660987849
Botvinnik Memorial,2011.09.03,"Aronian,L",2807.0,black,"Carlsen,M",won,47.49333333333333,77.96757844699864
Botvinnik Memorial,2011.09.03,"Kramnik,V",2791.0,white,"Carlsen,M",won,37.0,47.47513969320036
Botvinnik Memorial,2011.09.03,"Carlsen,M",2823.0,black,"Kramnik,V",lost,72.17647058823529,65.14168746944449
Botvinnik Memorial,2011.09.03,"Carlsen,M",2823.0,white,"Anand,V",lost,32.214285714285715,44.86754883850365
Botvinnik Memorial,2011.09.03,"Anand,V",2817.0,black,"Carlsen,M",won,21.678571428571427,33.249654747325216
4th Final Masters,2011.09.26,"Anand,V",2817.0,white,"Carlsen,M",draw,17.88888888888889,18.75541074193699
